,name,price,days,rooms,bathrooms,capacity,date,province
4999,yoo 100,,,1,,,25-11-2023,buenos-aires
5000,bosque alto 100,800,,2,,,25-11-2023,buenos-aires
5001,av 13 prox 32,140000,,1,,,25-11-2023,buenos-aires
5002,brandsen cnel  51,155000,,1,,,25-11-2023,buenos-aires
5003,brandsen cnel  51,155000,,1,,,25-11-2023,buenos-aires
5004,avenida de los lagos 6500,1500,,2,,,25-11-2023,buenos-aires
5005,rauch al 1900,180000,,,1,,25-11-2023,buenos-aires
5006,santiago del estero  al 1700,,,1,,,25-11-2023,buenos-aires
5007,la reserva cardales,,,4,,,25-11-2023,buenos-aires
5008,ohiggins 200,320000,,1,,,25-11-2023,buenos-aires
5009,coronel paulino rojas 400,250,,,1,,25-11-2023,buenos-aires
5010,coronel paulino rojas 400,350,,2,,,25-11-2023,buenos-aires
5011,juan diaz de solis al 1600,1600000,,2,,,25-11-2023,buenos-aires
5012,juan diaz de solis al 1600,1600000,,2,,,25-11-2023,buenos-aires
5013,juan diaz de solis al 1600,1600000,,2,,,25-11-2023,buenos-aires
5014,roque saenz pena al 400,275000,,,1,,25-11-2023,buenos-aires
5015,charcas 2900,140000,,1,,,25-11-2023,buenos-aires
5016,jose de escalada 100 piso 1,100000,,,,,25-11-2023,buenos-aires
5017,general guemes 2000,1000,,2,,,25-11-2023,buenos-aires
5018,pineiro al 100,150000,,1,,,25-11-2023,buenos-aires
5019,belgrano al 960,300000,,1,,,25-11-2023,buenos-aires
5020,dean funes  al 1600,,,1,,,25-11-2023,buenos-aires
5021,corrientes al 1400,1000000,,3,,,25-11-2023,buenos-aires
5022,av del golf al 600,,,1,,,25-11-2023,buenos-aires
5023,av del golf al 600,450000,,1,,,25-11-2023,buenos-aires
5024,avenida del golf 600,320,,,1,,25-11-2023,buenos-aires
5025,rawson 1800,,,2,,,25-11-2023,buenos-aires
5026,habitacion privada munay rincon de calma,12000,1,10,1,2,25-11-2023,mendoza
5027,cabanas finca don jose cabana dos dormitorios 5 personas  cabana en duplex para 4 personas,27000,1,20,1,5,25-11-2023,mendoza
5028,fivestarvacay departmento nuevo con todos los lujos y comfort,30000,1,10,1,3,25-11-2023,mendoza
5029,alquiler temporal turistas en ciudad de mendoza,20000,1,20,1,4,25-11-2023,mendoza
5030,departamentos uma,17000,1,20,1,4,25-11-2023,mendoza
5031,duplex nordico,23000,1,10,1,5,25-11-2023,mendoza
5032,selenia malvinas 3,23000,1,10,1,4,25-11-2023,mendoza
5033,departamento capdeville,30000,1,20,1,4,25-11-2023,mendoza
5034,cabanas saint bernard,18000,1,20,1,6,25-11-2023,mendoza
5035,departamentos temporarios de primer nivel,22500,1,20,1,5,25-11-2023,mendoza
5036,cazasanta,40000,1,10,1,4,25-11-2023,mendoza
5037,casita del cerro,16000,1,10,1,3,25-11-2023,mendoza
5038,cabanas el descanso,15000,1,20,1,7,25-11-2023,mendoza
5039,atuel lodge cabanas,29900,1,10,1,5,25-11-2023,mendoza
5040,casa centrica 6 personas,12000,1,20,1,6,25-11-2023,mendoza
5041,loft5ta mdz alquilo departamento para 4 personas,28000,1,10,1,4,25-11-2023,mendoza
5042,alquilo casa en san rafael,22000,1,20,1,6,25-11-2023,mendoza
5043,departamento en mendoza,20000,1,30,1,7,25-11-2023,mendoza
5044,cabana j onix san rafael,40000,1,30,1,6,25-11-2023,mendoza
5045,departamento en mendoza,20000,1,30,2,5,25-11-2023,mendoza
5046,la casita del cerro,22000,1,20,1,5,25-11-2023,mendoza
5047,cabana en mendoza ciudad el challao equipada para 6 a 8 personas,25000,1,30,1,7,25-11-2023,mendoza
5048,departamento nuevo a estrenar totalmente de lujo y comfort,35000,1,30,1,6,25-11-2023,mendoza
5049,departamento en el mejor lugar de mendoza,23500,1,20,1,4,25-11-2023,mendoza
5050,departamento centro carlos paz,25000,1,20,1,6,25-11-2023,cordoba
5051,cabanas tipo duplex con pileta mina clavero,22000,1,20,1,3,25-11-2023,cordoba
5052,hermosa casa con excelente ubicacion y hermosas vistas,630000,7,30,3,9,25-11-2023,cordoba
5053,cabana en tanti cordoba,19000,1,20,1,7,25-11-2023,cordoba
5054,dptos tipo casa con gran pileta parque y asador para 4 0 5 perso,23000,1,20,1,5,25-11-2023,cordoba
5055,casa grande con vista al lago para 10 personas,170000,1,40,4,10,25-11-2023,cordoba
5056,departamento vista al lago,18000,1,10,1,4,25-11-2023,cordoba
5057,alquiler temporario villa carlos paz cerquita de balneario,10000,1,10,1,6,25-11-2023,cordoba
5058,cabanas morada del cerro,23000,1,10,1,4,25-11-2023,cordoba
5059,cordoba kilometro cero,18500,1,20,1,4,25-11-2023,cordoba
5060,casa con pileta mesa de pool y ping pong frente a la parte mas linda del rio,40000,1,20,1,6,25-11-2023,cordoba
5061,complejo la paz departamentos amplios con pileta y asadores a 7 cuadras del centro,30000,1,30,2,18,25-11-2023,cordoba
5062,excelente departamento temporario cordoba capital ubicacion ideal,15000,1,10,1,4,25-11-2023,cordoba
5063,casa la fermina,25000,1,20,1,6,25-11-2023,cordoba
5064,cabanas en cuesta blancavilla carlos pazcbael mejor lugar del mundo para descansar,20000,1,20,1,6,25-11-2023,cordoba
5065,casas de montana la utopia,43000,1,20,1,7,25-11-2023,cordoba
5066,alquilo casa centrica para 7 personas y monoambiente para 6 personas,30000,1,20,1,13,25-11-2023,cordoba
5067,departamento p4 pleno centro con pileta,20000,1,10,1,4,25-11-2023,cordoba
5068,villa carlos paz casa centro frente al lago pileta climatizada,80000,1,40,3,8,25-11-2023,cordoba
5069,alquiler casa familiar de vacaciones en bialet masse cordoba,25000,1,20,1,5,25-11-2023,cordoba
5070,casa alquiler temporario frente al rio para 89101112 personas pileta climatizada opcional,150000,1,30,2,12,25-11-2023,cordoba
5071,la casita del vivero  en casa grande punilla,21000,1,20,1,6,25-11-2023,cordoba
5072,cabana en balcon del valle,19000,1,20,1,6,25-11-2023,cordoba
5073,espectacular casa a 300 mts de la peatonal de villa carlos paz,3000,1,30,3,6,25-11-2023,cordoba
5074,luminoso departamento nuevo a 1 cuadra del mar,15000,1,10,1,4,25-11-2023,buenos-aires
5075,casita sobre av 75 a 3 cuadras del mar,30000,1,20,1,5,25-11-2023,buenos-aires
5076,departamentos de categoria verano 2024,490,7,20,2,5,25-11-2023,buenos-aires
5077,departamentos en alquiler,80000,1,20,2,4,25-11-2023,buenos-aires
5078,departamento 2 ambientes para 4 personas a estrenar villa gesell,3000,1,10,1,4,25-11-2023,buenos-aires
5079,departamentos en necochea disfruta del solcito de noviembre te esperamos,840000,7,20,1,4,25-11-2023,buenos-aires
5080,alquiler temporario por dia,25000,1,10,1,4,25-11-2023,buenos-aires
5081,alquileres ali casa monoambientemonolosf hasta 1234 personas,20000,1,10,1,4,25-11-2023,buenos-aires
5082,alquiler de casa,60000,1,30,2,9,25-11-2023,buenos-aires
5083,casa costa esmeralda barrio golf 1,150,1,40,4,8,25-11-2023,buenos-aires
5084,nakawe a 150mts del mar 23 pax,50,1,10,1,3,25-11-2023,buenos-aires
5085,san jacinto mardel,15,1,20,1,5,25-11-2023,buenos-aires
5086,departamento en lomas de santa cecilia,45000,1,10,1,4,25-11-2023,buenos-aires
5087,departamento amplio y lujoso a estrenar,45,1,20,1,4,25-11-2023,mendoza
5088,duplex parque luro 2 habitaciones patio con parrilla y garaje propio,18000,1,20,2,4,25-11-2023,buenos-aires
5089,casa amplia para 8 personas con servicios y pileta,910,7,30,2,8,25-11-2023,buenos-aires
5090,alquilo duplex para 4 personas en necochea,24000,1,20,1,4,25-11-2023,buenos-aires
5091,departamento dos ambientes zona aldreyno apto grupo de jovenes,30000,1,10,1,4,25-11-2023,buenos-aires
5092,chalet 3 ambientes barrio alfar alquilo por quincenasemana,35000,1,20,1,6,25-11-2023,buenos-aires
5093,mar del plata sur chapalmalal los lobos,30000,1,10,1,4,25-11-2023,buenos-aires
5094,alquiler de casa marga en mendoza,70000,1,30,2,9,25-11-2023,mendoza
5095,posada del indio  cabana con pileta exclusiva  san rafael,25000,1,10,1,4,25-11-2023,mendoza
5096,departamento moderno entero equipado  excelente ubicacion,22000,1,10,1,3,25-11-2023,mendoza
5097,alquilo depmonoambiente en san rafael,12000,1,10,1,8,25-11-2023,mendoza
5098,alquiler de cabanas  la palloza,20000,1,20,1,6,25-11-2023,mendoza
5099,departamentos centricos san rafael mendoza  cabana con vista al lago ultimas fotos,15000,1,10,1,5,25-11-2023,mendoza
5100,cabana natural costa azul acantilados,29000,1,10,1,4,25-11-2023,buenos-aires
5101,excelente chalet en villa gesell,36500,1,20,2,5,25-11-2023,buenos-aires
5102,casa estilo campo en miramar cpileta compartida,20000,1,20,2,5,25-11-2023,buenos-aires
5103,chalet frente al mar,30000,1,20,1,5,25-11-2023,buenos-aires
5104,departamento de 2 ambientes zona playa grande,40000,1,10,1,4,25-11-2023,buenos-aires
5105,temporada baja en cabanas el olivo,18000,1,20,1,6,25-11-2023,mendoza
5106,complejo mariaflorales,20000,1,10,1,4,25-11-2023,mendoza
5107,alquiler temporario quinta con gran parque y piscina muy atractiva y excelente ubicacion,41600,1,60,3,15,25-11-2023,mendoza
5108,servando dptos turisticos,26000,1,20,1,4,25-11-2023,mendoza
5109,espectacular ubicacion en la ciudad de mendoza,24500,1,20,1,4,25-11-2023,mendoza
5110,departamento para turismo maryber,25000,1,10,1,3,25-11-2023,mendoza
5111,la morada,18000,1,10,1,2,25-11-2023,mendoza
5112,alquiler temporal turistas en ciudad de mendoza,20000,1,10,1,2,25-11-2023,mendoza
5113,departamentos mendoza go,20000,1,30,2,6,25-11-2023,mendoza
5114,departamento centrico en ciudad de mendoza,30,1,10,1,4,25-11-2023,mendoza
5115,loft5ta mendoza,28000,1,10,1,4,25-11-2023,mendoza
5116,cabanas la villa san rafael,15600,1,20,1,6,25-11-2023,mendoza
5117,la casita del bosque san rafael,16000,1,10,1,3,25-11-2023,mendoza
5118,hermosa casa quinta con piscina para 6 personas pleno centro de san rafael,35000,1,30,1,6,25-11-2023,mendoza
5119,casa clarice,50000,1,30,1,5,25-11-2023,mendoza
5120,cabana de campo alshams,30000,1,20,1,5,25-11-2023,mendoza
5121,departamento ciudad de mendoza  modernoexcelente ubicacion,25000,1,20,1,5,25-11-2023,mendoza
5122,casa departamento en cordoba centro guemes c terraza y asador sobre la canada  paseo de las artes,18000,1,20,1,5,25-11-2023,cordoba
5123,acuario2hl,25000,1,10,1,2,25-11-2023,cordoba
5124,retamos amplia casa para 3 a 8 personas con cochera,40000,1,30,2,8,25-11-2023,cordoba
5125,mi casa de veraneo,49000,1,10,1,6,25-11-2023,cordoba
5126,departamento costanera,18000,1,10,1,4,25-11-2023,cordoba
5127,casa 3 dormitorios valle cercano cordoba capital,40000,1,30,2,6,25-11-2023,cordoba
5128,cabanas paisajes de ensueno,10000,1,20,1,7,25-11-2023,cordoba
5129,hermosa casa p 10 personas ubicada en barrio residencial,45000,1,30,3,10,25-11-2023,cordoba
5130,cabanas brisa de montanas,25000,1,20,1,7,25-11-2023,cordoba
5131,departamento 1 dorm edificio darwin,30000,1,10,1,3,25-11-2023,cordoba
5132,casa de montana en carlos paz  b privado  pileta climatizada,220,1,50,3,10,25-11-2023,cordoba
5133,cabanas en cordobael mejor lugar del mundo para descansar,20000,1,20,1,6,25-11-2023,cordoba
5134,casa centrica para 6 personas en villa gral belgrano,26000,1,20,1,6,25-11-2023,cordoba
5135,villa yacanto 3 dormitorios,22000,1,30,2,9,25-11-2023,cordoba
5136,complejo de departamentos pieromonti,525000,7,20,2,6,25-11-2023,cordoba
5137,departamento amplio con balconterraza y gran piscina,15000,1,10,1,3,25-11-2023,cordoba
5138,carlos paz exc vista pileta climatizada gran categoria,130,1,20,2,4,25-11-2023,cordoba
5139,wayra waka casa con pileta en villa giardino,30000,1,20,1,10,25-11-2023,cordoba
5140,5 complejo departamento familiar villa carlos paz con pileta carlos paz,35000,1,10,1,5,25-11-2023,cordoba
5141,alquiler temporal casa con pileta en villa carlos paz,38000,1,20,1,5,25-11-2023,cordoba
5142,alquiler casa carlos paz 7 pers pileta excelente vista,70000,1,30,3,7,25-11-2023,cordoba
5143,cordoba departamento centrico,16000,1,10,1,5,25-11-2023,cordoba
5144,villa del dique  calamuchita  cordoba  cabanas las ruedas,12000,1,20,1,6,25-11-2023,cordoba
5145,alquiler temporario en villa parque siquiman,60000,1,30,2,6,25-11-2023,cordoba
5146,casa centrica san rafael,26000,1,20,2,4,25-11-2023,mendoza
5147,departamento alquiler temporario,25000,1,20,1,5,25-11-2023,mendoza
5148,casona alegre con pileta y amplio jardin,200000,1,40,4,12,25-11-2023,mendoza
5149,cabanacasa de campo san rafael mza de 6 a 8 huesped,35000,1,30,3,8,25-11-2023,mendoza
5150,hermosa casa en chacras de coriamendoza alquiler temporario zona residencial,25000,1,60,3,15,25-11-2023,mendoza
5151,departamento familia mendoza,17000,1,10,1,4,25-11-2023,mendoza
5152,departamentos angela san rafaelmza,9500,1,10,1,5,25-11-2023,mendoza
5153,alquiler temporal,20000,1,20,1,4,25-11-2023,mendoza
5154,alquiler temporario en villa parque siquiman cordoba,60000,1,20,1,6,25-11-2023,cordoba
5155,alquiler temporal turistas en ciudad de mendoza,20000,1,20,1,4,25-11-2023,mendoza
5156,casa entre bodegas y vinedos en el valle de uco pileta climatizada,45000,1,30,2,8,25-11-2023,mendoza
5157,cabanas para turistas en la bella ciudad de san rafael mendoza,15000,1,10,1,6,25-11-2023,mendoza
5158,elegante departamento centrico,28000,1,10,1,3,25-11-2023,mendoza
5159,casa para turistas en la bella ciudad de san rafael mendoza,17000,1,10,1,6,25-11-2023,mendoza
5160,complejo sesma excelencia en cabanas,25200,1,10,1,6,25-11-2023,mendoza
5161,hermosa casa gde p10 o mas pers con vista a la ciudad y a las montanas,48000,1,50,2,15,25-11-2023,cordoba
5162,cabana unica a 6 cuadras del centro p4 personas cpileta exclusiva y parque,20000,1,10,1,4,25-11-2023,cordoba
5163,complejo de cabanas la anoranza,35000,1,20,1,7,25-11-2023,cordoba
5164,departamento villa carlos paz montana vacaciones,30,1,10,1,4,25-11-2023,cordoba
5165,casa elisabetta  carlos paz,55000,1,30,1,9,25-11-2023,cordoba
5166,departamento 2 dormitorios mirco,18000,1,20,1,5,25-11-2023,mendoza
5167,departamento en san rafael mza,14000,1,20,1,4,25-11-2023,mendoza
5168,alquilo departamentos de 2 a 5 personas en san rafael consulte precios,,,20,1,5,25-11-2023,mendoza
5169,casa quinta don jose,,,20,1,6,25-11-2023,mendoza
5170,cabanas posada del angel en valle grande,,,10,1,4,25-11-2023,mendoza
5171,hermoso semipiso frente al mar departamento mar del plata,85000,1,30,3,6,25-11-2023,buenos-aires
5172,casa grande villa suiza a metros del reloj cucu,30000,1,40,2,9,25-11-2023,cordoba
5173,cabanas el retiro,35000,1,20,2,5,25-11-2023,cordoba
5174,casa cabana alquiler zona capilla del monte san esteban,6000,1,40,2,10,25-11-2023,cordoba
5175,casa la colonial  carlos paz,110000,1,30,2,12,25-11-2023,cordoba
5176,departamento alquiler villa carlos paz centro con pileta,12000,1,20,1,7,25-11-2023,cordoba
5177,temporada 20232024 hace tu reserva con el 50 y congela tus vacaciones,20000,1,10,1,5,25-11-2023,cordoba
5178,alquiler temporario,,,20,1,5,25-11-2023,mendoza
5179,casa en san rafael,,,40,2,6,25-11-2023,mendoza
5180,departamento barrio bombal  gran mendoza,25000,1,20,2,5,25-11-2023,mendoza
5181,cabanas oasis del sol 3 o 4 personas y ahora 12,19950,1,20,1,6,25-11-2023,mendoza
5182,agradable monoambiente en chacras de coria,20000,1,10,1,3,25-11-2023,mendoza
5183,departamento 2 ambientes en playa grande mar del plata,37000,1,10,1,3,25-11-2023,buenos-aires
5184,complejo de cabanas don osvaldo para 57 personas gran parque en zona tranquila en miramar,175000,7,20,1,7,25-11-2023,buenos-aires
5185,casa on pileta y sala de juegos frente a la parte mas linda del rio,70000,1,30,2,12,25-11-2023,buenos-aires
5186,departamento a 3 cuadras de la playa,20000,1,20,1,4,25-11-2023,buenos-aires
5187,casa 2 dormitorios cosquin con pileta,30000,1,20,2,5,25-11-2023,cordoba
5188,villa carlos paz confortables departamentos,10000,1,20,1,7,25-11-2023,cordoba
5189,unico con pileta y jacuzzi 3d a metros del lago,30000,1,20,2,7,25-11-2023,cordoba
5190,alquiler temporario en carlos paz,175000,7,10,1,2,25-11-2023,cordoba
5191,posada sara  habitaciones con bano privado,5000,1,30,3,14,25-11-2023,cordoba
5192,alquiler temporal en nueva cordoba,19500,1,10,1,3,25-11-2023,cordoba
5193,oportunidad departamento a estrenar 2 ambientes hasta 4 persona mar del plata 12 cuadras del mar,35000,1,10,1,4,25-11-2023,buenos-aires
5194,alquilo departamentos de 2 ambientes en pinamar,25000,1,10,2,5,25-11-2023,buenos-aires
5195,lindisima casa zona campus universitario,50,1,10,1,4,25-11-2023,buenos-aires
5196,casa en barrio las lomas  miramar,910,7,30,2,6,25-11-2023,buenos-aires
5197,hermoso departamento de categoria cerca del mar,68900,1,10,2,4,25-11-2023,buenos-aires
5198,munay departamento de dos ambientes para 4 personas con vista al mar,35000,1,10,1,4,25-11-2023,buenos-aires
5199,dto villa carlos paz,245000,7,20,1,5,25-11-2023,cordoba
5200,las victorias apart,7500,1,10,1,4,25-11-2023,cordoba
5201,departamento sol y luna,,,10,1,4,25-11-2023,cordoba
5202,departamento en carlos paz excelente ubicacion,,,20,1,3,25-11-2023,cordoba
5203,casa en villa carlos paz  para disfrutar al maximo tus vacaciones,,,30,3,10,25-11-2023,cordoba
5204,departamento independiente a tres cuadras del mar,18000,1,10,1,4,25-11-2023,buenos-aires
5205,departamento luminoso vista al mar av colon contrafrente familiar,27000,1,10,1,4,25-11-2023,buenos-aires
5206,excelente departamento de 2 ambientes muy luminoso con vista al mar solo a partir de marzo,22000,1,10,1,4,25-11-2023,buenos-aires
5207,alquilo casa quinta con pileta,55000,1,20,1,8,25-11-2023,buenos-aires
5208,escapate al rio,455,1,90,9,19,25-11-2023,buenos-aires
5209,semipiso premium vista mar 56 pers a paso de playa y parque,40,1,20,2,6,25-11-2023,buenos-aires
5210,cabanas las 4 estaciones,,,10,1,4,25-11-2023,cordoba
5211,monoambiente a pasos de bunge a una cuadra del mar ideal para grupo de amigos o pareja,350000,7,10,1,4,25-11-2023,buenos-aires
5212,en el corazon de tigre departamento a pasos del casino puerto de frutos y parque de la costa,27500,1,10,1,4,25-11-2023,buenos-aires
5213,impecable findes pesos dieciocho mil y temporada verano desde antes fin de ano,20000,1,10,1,6,25-11-2023,buenos-aires
5214,alquiler villa gesell  cerca mar y centro,21000,7,20,1,6,25-11-2023,buenos-aires
5215,chalet para 6 personas semicentrico,27000,1,20,1,6,25-11-2023,buenos-aires
5216,chalet en ph 5 personas 2 dormitorios wi fi parrilla parque estacionamiento,30000,1,20,1,5,25-11-2023,buenos-aires
5217,departamentos en san bernardo de 2 ambientes se alquila solo a familias,30000,1,10,1,4,25-11-2023,buenos-aires
5218,cabanas la rabonera,,,10,2,6,25-11-2023,cordoba
5219,rialto cabanas y hotel,,,20,2,6,25-11-2023,cordoba
5220,casa margarita  villa carlos paz,,,30,2,9,25-11-2023,cordoba
5221,excelente ubicacion duplex en carlos paz,,,20,1,5,25-11-2023,cordoba
5222,capilla del monte alquilo casa,,,20,1,4,25-11-2023,cordoba
5223,alquilo departamentos para 4 personas y para 6 personas a 7 cuadras del centro con pileta,,,20,1,7,25-11-2023,cordoba
5224,departamentos santa rosa de calamuchita pleno centro,,,10,1,4,25-11-2023,cordoba
5225,adriana gr alquileres temporarios,,,10,1,4,25-11-2023,cordoba
5226,cabana en capilla del monte,,,10,1,4,25-11-2023,cordoba
5227,alq temporario hasta 12p chalet de 300mts grande ex ubicacion,,,30,3,12,25-11-2023,cordoba
5228,departamentos virgen del valle santa rosa de calamuchita,,,10,1,6,25-11-2023,cordoba
5229,alquilo dos cabanas en cosquin frente al rio,,,30,1,8,25-11-2023,cordoba
5230,casa de campoturismo rural la paz traslasierra cordoba a 5minutos de merlo san luis,20000,1,20,2,5,25-11-2023,cordoba
5231,alquiler disponible temporada 2024,30000,1,10,1,5,25-11-2023,cordoba
5232,alquilo hermosa casa con pileta privada en las sierras de cordoba,60000,1,20,1,7,25-11-2023,cordoba
5233,alquiler casa 6 personas centrica villa carlos paz,40000,1,30,2,6,25-11-2023,cordoba
5234,departamento a 4 cuadras del centro de villa carlos paz,20000,1,10,1,4,25-11-2023,cordoba
5235,casa en cura brochero a estrenar 3 dormitorios,70000,1,30,2,8,25-11-2023,cordoba
5236,casa quinta con pileta privada y cerca del centro,90000,1,30,2,6,25-11-2023,cordoba
5237,la querencia de yacanto,95000,1,30,2,9,25-11-2023,cordoba
5238,casa centrica vcp,80000,1,30,1,10,25-11-2023,cordoba
5239,casacabana alquiler temporario villa flor serrana,111111,1,20,2,6,25-11-2023,cordoba
5240,alquilo hermosa casa con pileta privada en la sierras,60000,1,20,1,7,25-11-2023,cordoba
5241,casa con pileta exclusiva 6 personas villa carlos paz,140000,1,30,2,6,25-11-2023,cordoba
5242,cabana natalia san rafael in turismo,25000,1,20,1,6,25-11-2023,mendoza
5243,casa sonia san rafael in turismo,28000,1,20,1,6,25-11-2023,mendoza
5244,departamento pueyrredon,20000,1,10,1,3,25-11-2023,mendoza
5245,elegante casona en chacras de coria mendoza,,,30,2,6,25-11-2023,mendoza
5246,departamento frente al parque gral san martin  mendoza capital,50000,1,10,1,4,25-11-2023,mendoza
5247,cabana las paredes,25000,1,20,1,8,25-11-2023,mendoza
5248,orange family el challao las heras,20000,1,20,1,4,25-11-2023,mendoza
5249,alquiler temporal casa fin de semana 2000m parque,,,20,2,10,25-11-2023,mendoza
5250,cabanas los mara san rafael mendoza,,,20,1,4,25-11-2023,mendoza
5251,depto en mendoza aristobulo,18000,1,20,1,4,25-11-2023,mendoza
5252,sol y malbec departamentos guaymallen hasta 4 pax,22000,1,20,1,4,25-11-2023,mendoza
5253,departamento charly san rafael in turismo,20000,1,10,1,4,25-11-2023,mendoza
5254,departamento turistico calle belgrano mendoza,17000,1,20,2,5,25-11-2023,mendoza
5255,cabanas sangiovese,26000,1,10,1,4,25-11-2023,mendoza
5256,departamento centrico con estacionamiento propio,12900,1,10,1,3,25-11-2023,mendoza
5257,cabana de montana al pie de la cordillera de tunuyan,20000,1,20,1,4,25-11-2023,mendoza
5258,duplex ceci y dario san rafael in turismo,25000,1,20,1,4,25-11-2023,mendoza
5259,departamento sanrafael inturismo mary y ale,25000,1,20,1,4,25-11-2023,mendoza
5260,departamento servando 3 san rafael in turismo,26000,1,20,1,4,25-11-2023,mendoza
5261,departamento de montana uspallata mendoza,60000,1,10,1,4,25-11-2023,mendoza
5262,casa chanaral,420000,7,30,3,6,25-11-2023,mendoza
5263,loft sakina san rafael in turismo,20000,1,10,1,5,25-11-2023,mendoza
5264,departamento olascoaga,45,1,20,1,4,25-11-2023,mendoza
5265,cabanas sangiovese estandar,28000,1,10,1,5,25-11-2023,mendoza
5266,alquiler temporario fines de semana largo chalet zona guemes mar del plata,120,1,30,2,6,25-11-2023,buenos-aires
5267,finde del812 2 amb frente al mar con cochera disponible todo el ano,40000,1,10,1,4,25-11-2023,buenos-aires
5268,cabanas santa clara del mar,35000,1,40,3,13,25-11-2023,buenos-aires
5269,apart alhambra,16000,1,10,1,5,25-11-2023,buenos-aires
5270,precioso monoambiente en recoleta,50,1,10,1,2,25-11-2023,buenos-aires
5271,alquiler departamento para 4 personas,,,20,2,4,25-11-2023,buenos-aires
5272,pinamar norte golf,1650,15,50,3,6,25-11-2023,buenos-aires
5273,luminoso y comodo cerca del centro y zona tranquila pb con cochera,25000,1,10,1,4,25-11-2023,buenos-aires
5274,frente al mar vista panoramica,3000,1,30,2,7,25-11-2023,buenos-aires
5275,apartamentos costa mediterranea con desayuno,31500,1,20,1,6,25-11-2023,buenos-aires
5276,alquilo,15000,1,10,1,6,25-11-2023,buenos-aires
5277,alquiler monoambiente temporal 23 personas,,,10,1,3,25-11-2023,buenos-aires
5278,amplio ph cerca del centro y playa,30,1,30,1,6,25-11-2023,buenos-aires
5279,apart pm casa de playa,25000,1,10,1,3,25-11-2023,buenos-aires
5280,cabana dos habitaciones bosque peralta ramos,25000,1,20,1,4,25-11-2023,buenos-aires
5281,los abuelos casa de descanso mar de cobo,25000,1,20,1,6,25-11-2023,buenos-aires
5282,duplex con cochera a 3 cuadras del mar,25000,1,20,2,5,25-11-2023,buenos-aires
5283,chalet en miramar,675000,15,20,1,7,25-11-2023,buenos-aires
5284,duplex zona faro mogotes,78000,1,20,2,7,25-11-2023,buenos-aires
5285,casa 7 personas y departamento 45 personas juntos o separados,77777,7,20,2,7,25-11-2023,buenos-aires
5286,alquiler temporada 2023 casa cgaleria san eduardo de chapadmalal,18000,1,20,2,5,25-11-2023,buenos-aires
5287,departamento en alquiler temporario en tandil 34 personas,19000,1,10,1,4,25-11-2023,buenos-aires
5288,departamento 2 ambientes con excelente vista al mar san clemente del tuyu,18000,1,10,1,4,25-11-2023,buenos-aires
5289,duplex para 6 personas,20000,1,20,1,6,25-11-2023,buenos-aires
5290,alquilo casa con pileta privada en las sierras,60000,1,10,1,4,25-11-2023,cordoba
5291,casa para 6 personas en carlos paz,18000,1,20,1,6,25-11-2023,cordoba
5292,alquilo casa en cosquin por temporada y fines de semana largo,30000,1,20,1,4,25-11-2023,cordoba
5293,casa con pileta ciudad de cordoba,60000,1,40,2,10,25-11-2023,cordoba
5294,departamento en las sierras,26000,1,10,1,4,25-11-2023,cordoba
5295,alquiler temporario en villa carlos paz tanti piscina p5 personas congela precios en pesos,52000,1,20,1,5,25-11-2023,cordoba
5296,casa boutique a 20 min de carlos paz,35000,1,20,1,5,25-11-2023,cordoba
5297,departamento 2 dormitorios dos banos los tamarindos 365 carlos paz,22000,1,20,2,6,25-11-2023,cordoba
5298,alquiler temporada villa carlos paz,75000,1,40,3,9,25-11-2023,cordoba
5299,casa a 10km de carlos paz para 08 personas cpileta exclusiva,90000,1,20,1,9,25-11-2023,cordoba
5300,casa y cabana con pileta en sierras de cordoba zona carlos paz,25000,1,30,3,12,25-11-2023,cordoba
5301,villa luna  cabana para parejas,23000,1,10,1,2,25-11-2023,cordoba
5302,departamento minimalista cordoba capital centro,25000,1,10,1,2,25-11-2023,cordoba
5303,hermosa casa con pileta privada y quincho,60000,1,20,2,5,25-11-2023,cordoba
5304,departamento hasta 5 pers carlos paz centro cucu,15000,1,10,1,5,25-11-2023,cordoba
5305,dptos mi refugio,20000,1,10,1,6,25-11-2023,cordoba
5306,residencia auroro,55000,1,30,2,6,25-11-2023,cordoba
5307,cabanas en tanti sierras de cordoba hermosa vista,14000,1,20,1,5,25-11-2023,cordoba
5308,super promo h4 pers noviembre 2023,10000,1,20,1,4,25-11-2023,cordoba
5309,departamento temporario en villa carlos paz,40000,1,20,1,4,25-11-2023,cordoba
5310,departamento premium en edificio miralejos carlos paz temporal amoblado,,,20,1,5,25-11-2023,cordoba
5311,la casona,,,50,2,13,25-11-2023,cordoba
5312,departamento centrico con pileta y cochera  4 personas,,,10,1,4,25-11-2023,cordoba
5313,cabanas en san isidro sierras de cordoba,35000,1,20,1,5,25-11-2023,cordoba
5314,famiglia departamentos,23000,1,20,1,4,25-11-2023,mendoza
5315,lujoso departamento con amenities en mendoza capital,80000,1,10,1,2,25-11-2023,mendoza
5316,casa roxana san rafael in turismo,30000,1,30,1,7,25-11-2023,mendoza
5317,departamento moderno en moreno park,33000,1,30,2,6,25-11-2023,mendoza
5318,san rafael el lugar turistico elegido por excelencia,26000,1,10,1,4,25-11-2023,mendoza
5319,elegante y amplio departamento centrico,45000,1,30,2,6,25-11-2023,mendoza
5320,departamento en mendoza centro,50000,1,30,1,4,25-11-2023,mendoza
